scores
46
42
43
42
42
53
52
56
78
55
53
50
69
99
49
43
56
42
43
42
52
52
43
69
52
43
65
43
43
51
51
51
43
43
43
69
61
51
43
43
42
42
42
43
43
42
50
42
43
50
42
42
43
52
42
43
52
60
43
43
51
42
43
50
64
52
43
44
53
65
51
43
50
57
43
42
49
42
69
43
52
62
71
43
43
42
43
56
43
87
43
80
49
63
52
44
81
59
50
59
42
51
43
65
54
43
75
51
53
43
50
44
43
62
43
50
42
42
68
56
42
43
43
42
50
50
43
55
96
52
51
61
136
79
52
43
82
52
90
84
100
43
51
73
57
96
43
61
43
51
73
43
67
52
42
103
65
44
42
43
54
53
51
50
65
50
52
140
43
43
52
74
92
51
64
62
43
70
42
62
42
43
62
54
52
50
86
78
42
51
52
42
50
43
42
52
42
43
80
59
43
42
79
42
57
147
52
79
43
42
42
62
43
55
42
67
95
89
60
42
42
52
42
65
43
42
97
42
42
100
58
49
43
77
133
58
42
43
42
52
51
171
52
43
88
43
75
71
136
42
65
56
68
43
88
77
60
51
43
55
42
101
43
53
100
67
93
51
59
81
52
42
83
60
42
50
52
76
42
50
74
96
76
116
58
149
52
52
52
53
43
68
43
51
42
42
88
43
147
75
43
41
51
51
43
52
43
89
43
50
66
42
63
61
52
51
43
58
43
52
57
53
66
43
100
57
60
64
91
42
111
87
134
50
68
73
52
53
51
80
92
76
52
97
69
54
43
68
43
42
43
43
83
43
52
80
52
42
43
61
63
56
42
60
42
42
93
65
61
90
66
53
125
67
61
68
42
42
42
111
54
63
71
119
51
42
44
76
42
54
141
85
53
125
58
51
52
79
42
58
52
43
100
65
95
134
133
51
76
94
53
42
52
44
100
43
181
71
61
51
42
43
91
42
73
87
43
78
95
43
51
42
52
97
74
71
42
65
43
167
109
43
43
97
85
79
43
42
51
143
56
52
62
69
43
52
52
68
100
62
65
79
128
82
53
172
42
90
87
43
232
58
62
42
78
43
67
51
52
58
105
66
84
67
60
42
43
63
247
53
63
43
42
42
116
77
202
57
43
130
42
98
42
68
81
67
71
43
43
81
42
85
55
43
128
100
42
90
61
43
42
43
80
117
300
51
77
88
43
43
52
85
266
76
88
54
62
128
123
76
110
50
119
61
73
44
58
119
71
121
51
120
42
58
89
53
89
98
50
73
74
52
51
100
43
63
69
61
43
244
93
66
61
50
225
76
43
97
121
62
42
53
119
81
115
43
54
73
163
100
95
58
86
42
58
137
100
239
105
80
53
59
43
43
86
103
43
259
43
52
43
154
173
123
176
61
53
100
137
50
241
63
102
135
100
51
238
79
135
86
98
