qvalues
5.3765078
5.513877
5.696723
4.297033
5.47846
8.568547
7.415801
8.233117
12.193863
9.87624
10.918675
11.762307
12.545297
13.486002
18.396072
15.163283
20.505388
16.689154
17.524168
18.377613
19.120018
24.652205
20.4009
20.916943
26.46814
26.840338
27.131025
27.33592
22.910418
23.096968
23.212608
27.766766
27.68352
27.597197
22.899597
22.725792
22.572319
18.405878
26.553366
26.210676
25.871895
21.320393
25.13827
20.639051
24.27016
23.820492
19.557724
19.118599
18.66791
22.138454
17.900257
21.259766
17.155043
16.864887
16.547035
19.76014
15.901342
15.603101
18.8283
15.1035385
18.260736
14.684193
17.92558
17.721695
17.519295
17.337465
13.892579
17.112953
11.939466
16.881105
13.628748
13.576407
16.514277
13.478521
16.350956
13.431512
13.427947
16.09408
16.046347
15.967022
13.251497
15.708382
13.1279335
13.057265
12.990959
15.336774
15.250325
15.19975
15.132347
15.019333
12.70215
12.659451
12.611476
14.655366
14.57134
12.469558
14.385342
12.354539
14.17403
12.22245
13.963216
11.162367
13.726063
11.917486
13.49547
13.382728
13.256538
13.134551
11.48514
11.401944
11.315933
12.627618
11.1621475
11.080892
12.270966
10.92076
12.027754
11.910706
10.722682
10.660442
11.58449
11.492455
10.495232
10.455052
10.4208
11.172626
10.353339
11.058326
10.23138
10.95422
10.911865
10.864849
10.820324
10.282584
10.27969
10.72743
10.704841
10.235117
10.305694
10.658604
10.642451
10.242632
10.341785
10.250204
10.592872
10.581991
10.26023
10.403531
10.565861
10.42779
10.438836
10.447476
10.456051
10.461773
10.468016
10.512315
10.473404
10.473403
10.472176
10.467795
10.468253
10.46164
10.30053
10.295865
10.417881
10.294451
10.434233
10.375467
10.363521
10.415338
10.409894
10.325459
10.31526
10.3893585
10.291353
10.37375
10.3628235
10.260846
10.342837
10.333685
10.3238125
10.316704
10.31163
10.305347
10.244713
10.242206
10.240922
10.239085
10.280298
10.275684
10.274771
10.272176
10.268387
10.264548
10.329967
10.325075
10.211546
10.206211
10.200228
10.304109
10.216041
10.186523
10.179629
10.174405
10.180968
10.172009
10.16371
10.154739
10.145663
10.136589
10.127181
10.117788
10.114145
10.106714
10.09177
10.084028
10.076605
10.082026
10.064733
10.071718
10.22727
10.226646
10.04536
10.041274
10.052787
10.052121
10.050779
10.03861
10.039491
10.040836
10.043262
10.0555
10.046584
10.058037
10.049099
10.291049
10.051195
10.061264
10.051941
10.052128
10.051763
10.283846
10.279131
10.052659
10.061358
10.052411
10.061283
10.053046
10.064475
10.064811
10.066034
10.068916
10.070622
10.071531
10.24633
10.060349
10.059806
10.073604
10.072421
10.074064
10.061924
10.062053
10.074668
10.225371
10.065972
10.076691
10.077458
10.077024
10.077533
10.072156
10.072841
10.078708
10.077633
10.076775
10.072362
10.071005
10.070944
10.068392
10.066417
10.064139
10.063268
10.219742
10.059536
10.056898
10.050689
10.047687
10.044643
10.0464735
10.043616
10.041844
10.040131
10.038402
10.032011
10.030241
10.035748
10.028443
10.034256
10.026407
10.032097
10.031052
10.030372
10.029397
10.023893
10.027469
10.02428
10.124985
10.120869
10.117236
10.114024
10.02232
10.023026
10.020566
10.021679
10.020859
10.01752
10.086724
10.015431
10.014328
10.015876
10.014603
10.013545
10.012506
10.009488
10.010661
10.007818
10.045955
10.008834
10.005896
10.005465
10.007679
10.007483
10.004942
10.004889
10.007653
10.007842
10.007969
10.008198
10.0054865
10.008382
10.008441
10.02186
10.005807
10.020023
10.008244
10.00553
10.0079155
10.005388
10.007599
10.005163
10.005071
10.00495
10.00674
10.006523
10.006349
10.006163
10.0041895
10.005647
10.003792
10.005188
10.006852
10.0047
10.0029745
10.002808
10.003959
10.003738
10.004543
10.0022545
10.003182
10.003007
10.001996
10.002742
10.001828
10.002418
10.002291
10.002198
10.00156
10.001496
10.001982
10.001445
10.001868
10.001381
10.001762
10.001367
10.00167
10.001924
10.00134
10.001327
10.0013
10.001262
10.001213
10.001182
10.00163
10.001106
10.001087
10.001053
10.000981
10.001536
10.000894
10.001645
10.000995
10.00189
10.000747
10.001017
10.001042
10.00241
10.00255
10.001127
10.000783
10.000857
10.000928
10.001328
10.001251
10.001379
10.001522
10.001784
10.00366
10.003756
10.002153
10.00226
10.002865
10.002452
10.002531
10.003297
10.002621
10.004588
10.002747
10.003682
10.002911
10.002992
10.003051
10.007382
10.004051
10.004199
10.004371
10.0037
10.003916
10.00473
10.004106
10.00496
10.013309
10.004539
10.005363
10.004771
10.004838
10.004863
10.004858
10.0048895
10.005649
10.005581
10.00481
10.004724
10.0055485
10.00558
10.004744
10.004727
10.005609
10.005592
10.00556
10.004665
10.009538
10.005188
10.004349
10.004949
10.004809
10.004797
10.003954
10.004572
10.003877
10.004457
10.004382
10.003823
10.004337
10.003848
10.006014
10.004503
10.004679
10.004994
10.008835
10.005608
10.004999
10.005173
10.010817
10.00552
10.006817
10.00593
10.007376
10.006404
10.008004
10.006821
10.00836
10.008464
10.008439
10.006819
10.006599
10.007897
10.006014
10.012467
10.006775
10.00634
10.004402
10.003953
10.004926
10.0045395
10.004189
10.002435
10.004796
10.003339
10.003694
10.001585
10.002959
10.002639
10.002763
10.002771
10.0011835
10.001289
10.002743
10.006407
10.002607
10.004502
10.003901
10.006287
10.013404
10.005572
10.008259
10.006632
10.007204
10.01029
10.010735
10.008167
10.011238
10.016579
10.011197
10.008439
10.0109005
10.010682
10.014991
10.0081415
10.010183
10.008016
10.010111
10.016222
10.010044
10.010052
10.008922
10.010036
10.021769
10.010008
10.009178
10.010234
10.022345
10.010646
10.021125
10.009396
10.019665
10.019262
10.019149
10.012496
10.0104885
10.023516
10.011228
10.011951
10.0147705
10.032417
10.013933
10.014561
10.015422
10.01857
10.019551
10.018288
10.021845
10.019852
10.020146
10.020598
10.042996
10.024411
10.024263
10.046299
10.026191
10.027895
10.028315
10.031367
10.03297
10.035891
10.037208
10.125452
10.040874
10.044239
10.048869
10.050723
10.051633
10.128108
10.05582
10.052609
10.1085415
10.059555
10.052126
10.05151
10.052199
10.063211
10.063428
10.06469
10.053473
10.05384
10.055756
10.073907
10.058446
10.077512
10.062456
10.083663
10.08906
10.076273
10.103531
10.089702
10.216027
10.225383
10.122967
10.125064
10.236887
10.238788
10.240277
10.136715
10.142118
10.24495
10.239002
10.151212
10.152761
10.162865
10.18429
10.283738
10.304951
10.321604
10.226394
10.246771
10.2575655
10.401229
10.438947
10.298283
10.524954
10.330599
10.596659
10.323384
10.34916
10.346362
10.340477
10.329762
10.290551
10.2752695
10.606299
10.59166
10.234394
10.217691
10.234021
10.548626
10.204948
10.524024
10.149297
10.134359
10.121179
10.112763
10.459901
10.139062
10.196346
10.227411
11.227653
10.459935
11.859149
12.210803
11.216049
11.509757
11.725575
11.633718
11.786113
12.301695
12.035144
12.150825
13.68401
12.716863
13.586226
12.76593
12.783078
12.720554
13.217377
11.845577
11.764466
12.497697
12.761746
12.546948
12.777956
11.6809635
12.589389
11.744616
12.654689
12.677205
12.715147
11.924271
12.978497
11.978541
13.116306
12.11113
12.171351
12.716482
12.7834835
14.3646
13.151571
13.450168
16.605028
14.83253
15.462359
19.028324
16.630056
16.982807
17.338213
21.705519
22.22956
18.732138
19.83008
20.216602
20.61841
20.901245
19.6666
20.068785
22.24438
20.757446
22.324593
21.22308
24.763132
24.181973
23.250383
22.710493
22.12799
21.343027
20.938616
19.888542
22.137348
23.264694
23.748865
26.481363
29.306498
35.17543
39.320538
42.413296
41.646233
40.68842
44.074394
43.16313
41.31652
35.686195
33.101994
30.619173
32.79913
26.187897
25.803022
28.18944
24.928278
27.214739
24.53914
25.522455
26.589298
27.724907
29.58117
32.18003
33.769608
35.967255
38.35396
42.617317
44.747063
47.636925
51.957996
57.885532
62.66006
62.25461
