scores
50
42
42
42
62
42
42
42
44
42
43
58
53
77
42
42
42
53
51
52
52
58
63
61
43
59
86
42
72
42
43
42
62
43
42
43
43
54
42
68
54
52
50
52
43
42
49
51
43
52
51
65
100
50
55
51
61
43
42
50
42
67
43
43
44
43
59
43
83
50
43
43
42
62
49
53
49
44
52
60
43
42
42
43
43
56
43
43
51
43
76
117
52
42
44
66
52
43
80
43
76
83
43
43
43
55
42
82
51
96
61
42
44
55
66
43
43
42
44
51
57
51
52
61
44
43
61
43
51
42
68
51
91
43
59
42
43
43
52
43
43
50
42
43
43
44
42
42
49
43
42
65
77
107
51
43
43
42
43
79
43
67
43
44
43
44
43
42
60
43
62
44
43
43
43
42
42
58
75
50
44
53
42
58
43
78
54
45
43
58
98
42
42
43
43
43
63
51
50
43
43
44
43
51
57
53
43
51
58
43
43
100
51
43
73
43
42
94
52
42
43
43
43
43
55
43
51
42
42
51
51
68
52
64
51
51
43
55
43
43
43
65
42
42
43
67
43
42
50
43
43
94
43
42
52
53
42
43
52
43
42
62
52
42
43
58
105
43
43
56
100
66
43
63
49
44
50
59
69
42
55
43
42
61
42
75
52
75
52
43
59
52
42
51
69
42
51
43
83
42
49
54
43
62
50
43
42
110
100
42
43
68
66
51
51
42
43
42
68
42
52
58
43
59
53
53
43
62
43
42
42
43
67
42
43
68
52
42
95
52
52
151
43
56
42
105
68
67
43
73
43
43
52
42
65
43
59
55
43
42
42
62
52
50
100
43
50
52
43
75
51
52
57
44
42
42
43
57
78
49
42
63
52
83
42
53
43
42
54
75
69
100
42
48
61
65
65
71
42
68
42
42
43
43
60
42
64
51
42
91
50
93
67
76
43
42
51
51
61
52
70
42
52
42
43
136
49
95
52
42
57
53
42
43
53
65
59
65
54
66
44
50
43
63
49
51
77
74
42
75
49
42
58
43
43
51
52
52
72
96
51
50
52
53
43
79
59
52
52
57
60
69
53
51
97
73
100
60
42
43
55
49
43
44
52
85
50
43
53
43
51
76
51
89
42
52
60
42
53
42
52
78
43
99
42
51
42
61
78
42
133
57
43
75
43
200
65
55
67
44
48
125
56
42
89
70
84
44
79
59
108
52
75
42
43
68
67
43
61
43
85
42
79
42
93
87
43
52
68
84
51
44
42
43
51
78
95
58
43
63
44
77
68
43
51
61
61
53
63
51
42
57
51
42
61
51
52
77
42
65
87
106
58
51
77
43
43
78
42
53
61
42
60
42
43
57
66
51
63
43
80
60
69
43
56
50
42
76
60
62
116
77
70
43
44
57
96
57
43
58
62
44
43
50
70
51
61
43
43
53
42
60
62
42
94
42
44
77
62
98
42
42
79
57
43
51
51
43
42
63
43
43
63
42
53
43
59
57
42
43
96
43
53
43
52
42
61
58
52
52
42
52
67
96
68
61
88
42
61
141
77
62
120
52
43
62
70
87
52
43
42
43
43
100
135
53
42
42
43
42
108
78
79
57
58
84
42
60
61
88
129
43
80
68
64
51
52
65
42
53
43
43
76
51
43
69
42
51
69
52
78
61
73
50
59
53
42
56
51
63
43
53
100
59
51
78
80
43
42
60
91
62
104
51
61
71
50
59
72
67
42
66
42
56
90
43
42
58
111
43
42
43
42
43
60
42
73
66
94
72
54
51
59
51
42
60
144
52
42
50
70
51
42
42
52
85
74
43
98
69
43
67
53
60
50
52
68
53
51
76
52
42
53
42
100
44
57
43
52
52
52
57
43
53
53
65
42
42
43
54
72
42
89
71
42
52
52
113
42
42
42
42
75
52
51
42
42
42
76
42
42
60
76
85
82
42
53
43
42
53
71
43
137
42
42
108
43
42
54
75
78
65
62
42
42
42
85
100
52
72
75
59
43
44
74
52
59
87
43
93
42
42
83
80
63
42
72
55
51
42
42
60
68
126
43
52
56
56
92
60
119
42
52
53
53
42
58
42
43
144
52
100
100
78
112
72
42
43
43
48
92
112
132
135
43
84
53
42
155
50
82
97
80
43
60
52
80
196
52
53
179
83
62
53
51
42
55
67
54
173
52
68
42
50
59
109
54
52
43
42
75
51
81
42
51
80
121
42
52
76
93
70
58
63
72
51
43
51
42
61
52
57
81
42
68
89
43
86
182
244
69
43
130
79
58
51
75
64
100
58
43
66
105
92
43
107
79
86
123
57
42
43
58
43
43
82
43
121
52
51
53
100
50
43
71
86
71
90
43
42
61
153
43
68
67
60
62
43
51
42
42
76
43
52
66
61
51
73
42
51
52
53
43
77
52
50
42
50
81
43
68
43
100
42
51
80
151
52
89
239
66
60
42
80
56
53
76
76
91
192
102
74
100
44
42
70
116
118
53
42
43
42
141
50
42
43
100
76
85
43
77
42
43
77
100
42
68
62
67
53
110
43
92
86
53
100
107
69
77
42
54
63
42
42
42
78
80
42
77
43
50
42
75
55
145
53
42
76
42
58
78
42
43
67
42
42
67
42
89
42
43
54
63
42
96
75
43
63
52
51
99
60
69
82
44
59
66
50
53
70
119
89
43
53
61
61
43
43
91
42
62
64
42
52
64
62
68
68
42
61
71
105
52
68
43
80
51
195
116
42
53
57
42
44
100
50
52
84
59
42
54
145
50
50
42
43
53
42
43
141
70
42
136
42
81
87
52
53
55
158
59
81
52
42
43
56
42
97
51
42
79
80
68
100
52
60
62
154
101
100
53
78
42
144
93
51
60
68
53
90
52
43
53
146
42
111
53
51
88
104
100
42
43
74
103
83
58
52
109
89
50
42
61
51
53
132
75
129
59
43
76
43
59
109
52
166
61
104
91
56
54
97
61
53
151
44
86
120
53
54
100
51
42
52
112
74
109
43
53
54
52
44
79
42
42
52
43
43
100
42
93
44
57
44
43
60
100
64
42
151
52
42
66
62
42
42
51
42
94
81
112
72
60
43
43
118
42
117
69
42
71
104
108
102
74
133
51
60
81
51
43
42
50
60
73
133
84
100
69
43
88
69
42
50
43
43
105
58
42
104
43
73
98
78
69
98
151
43
43
42
52
42
149
76
83
62
96
43
61
118
105
76
111
87
42
43
76
53
95
200
51
61
174
43
71
69
59
58
200
82
73
58
150
100
67
122
42
43
72
42
70
77
100
66
58
76
147
61
78
56
120
123
155
100
200
44
42
74
86
156
158
42
42
86
218
43
43
52
43
136
98
202
69
74
42
43
100
43
43
105
71
56
79
99
79
43
97
51
43
71
124
69
200
64
42
87
200
42
51
50
84
71
42
58
51
60
43
42
43
90
42
55
83
79
71
86
96
66
43
64
42
52
115
42
92
42
93
43
50
43
43
42
113
42
113
70
42
94
218
74
60
42
42
78
42
43
43
42
52
43
42
91
115
43
51
42
54
70
100
56
74
43
65
43
52
43
43
81
53
114
61
42
100
58
42
58
110
161
51
51
42
42
42
73
43
83
51
53
58
69
59
43
76
43
78
42
80
61
142
42
42
83
75
42
100
81
57
78
87
43
138
52
130
100
43
43
43
63
43
43
95
42
42
65
100
75
42
100
42
200
103
57
42
83
62
209
84
162
42
53
43
105
58
100
184
53
52
72
91
147
53
50
67
71
58
43
82
42
157
59
100
43
87
152
42
69
53
87
51
65
234
100
51
78
51
43
98
93
42
125
87
81
43
56
85
74
42
43
52
66
53
43
42
92
53
43
83
70
43
42
112
96
42
51
67
58
69
42
67
102
43
132
105
63
42
42
83
63
50
65
42
81
43
43
42
42
43
51
193
43
43
43
56
99
56
52
67
91
42
43
70
50
69
61
77
58
66
51
43
110
43
53
138
65
43
51
125
43
99
65
121
58
57
126
43
43
42
42
43
58
42
42
43
42
43
114
42
51
43
74
75
59
52
73
42
132
53
43
53
43
53
49
42
74
51
85
43
78
42
51
84
51
52
52
42
80
58
42
51
67
42
91
69
43
111
72
43
91
53
42
73
96
70
93
91
157
43
52
80
42
72
68
59
90
83
87
76
42
43
42
76
52
42
65
44
77
59
62
43
94
43
88
61
42
79
51
68
64
97
43
72
94
94
42
134
43
43
82
42
102
52
43
55
55
44
43
102
73
74
50
84
103
43
58
43
109
57
61
42
43
43
42
42
42
42
63
43
42
66
64
52
115
52
69
57
52
67
89
43
68
59
93
53
42
69
56
134
43
100
68
42
104
42
88
42
68
68
60
51
94
70
142
100
77
63
65
42
100
72
42
74
89
43
42
87
42
42
67
77
139
100
42
74
42
68
87
43
43
76
64
60
100
62
43
50
95
52
43
88
64
43
59
43
43
90
158
42
43
42
53
59
74
80
53
86
59
51
87
179
52
43
70
116
51
77
60
42
43
94
61
258
51
43
65
59
127
106
70
81
61
43
61
42
66
96
69
44
64
90
53
42
59
139
66
113
61
115
43
42
42
89
89
62
100
97
128
65
60
43
68
58
133
43
65
58
65
74
42
53
108
117
42
43
121
100
43
43
42
100
66
66
42
42
69
74
101
42
60
51
43
42
43
52
53
71
89
78
43
51
42
95
75
68
42
43
79
75
52
42
68
89
94
52
77
43
68
171
172
43
52
52
43
43
55
50
54
130
42
64
77
43
43
80
73
64
70
89
53
74
43
43
58
43
120
43
57
88
57
43
58
42
67
71
42
43
43
59
100
42
52
59
63
86
68
55
43
42
43
42
42
120
43
76
43
129
161
42
66
153
70
50
50
56
98
42
95
43
72
52
75
98
62
43
156
86
42
94
75
103
50
43
42
44
63
56
111
65
42
60
59
75
43
43
74
73
81
53
80
52
117
42
100
59
100
57
57
42
113
61
83
42
44
90
101
83
171
43
42
42
143
100
43
42
87
161
163
90
58
66
53
83
100
43
62
74
88
136
79
53
52
43
67
165
126
52
80
43
71
73
91
54
43
52
120
192
43
42
200
57
100
78
42
56
60
50
156
54
42
43
42
67
52
42
77
42
124
70
58
124
70
231
100
42
95
61
88
68
59
58
76
72
100
42
78
43
57
72
93
77
43
43
101
83
53
107
42
56
90
43
58
70
100
44
42
122
81
93
60
44
150
92
64
101
51
69
63
44
70
54
42
42
58
127
71
121
57
81
43
42
100
82
58
69
68
83
64
84
142
90
53
120
100
112
60
97
53
50
51
42
77
42
204
43
56
51
42
118
177
62
43
74
42
67
42
43
42
44
78
51
86
43
60
67
43
82
76
132
65
76
131
42
73
43
75
43
81
43
86
81
63
65
42
58
126
74
100
67
42
42
42
43
90
89
136
82
56
42
82
206
43
80
97
42
100
109
43
106
67
55
60
43
50
42
52
87
43
98
43
43
66
56
43
43
43
43
77
43
77
137
62
101
176
96
42
64
66
43
83
103
52
51
61
43
71
59
61
151
108
42
42
42
64
51
50
87
85
42
86
43
51
44
96
43
65
73
75
43
62
201
99
65
122
98
56
104
67
50
51
96
108
42
104
50
112
42
52
43
184
51
100
178
54
51
43
42
61
53
74
101
89
73
134
42
63
97
43
87
78
155
119
89
41
53
187
86
93
42
131
42
64
66
119
131
78
42
42
66
161
42
63
63
94
144
151
100
99
42
50
43
78
51
98
139
174
43
53
112
43
124
91
43
82
42
43
134
76
42
77
50
42
56
51
81
43
57
42
84
129
43
44
144
100
42
102
43
43
86
164
51
89
82
43
127
43
84
42
89
60
71
93
113
51
81
43
65
42
65
57
187
43
43
51
43
91
79
97
110
42
201
42
43
86
42
100
77
85
53
86
42
124
58
129
68
77
100
57
68
64
50
75
80
42
42
61
60
93
98
98
42
52
90
43
64
65
42
67
71
75
92
50
42
146
53
75
52
70
103
86
43
42
43
43
51
59
67
59
63
50
126
70
42
171
67
42
43
93
89
115
58
72
77
58
122
42
78
67
43
89
42
104
43
42
42
95
42
151
107
91
69
42
67
62
42
104
43
52
54
42
43
50
59
91
42
42
42
139
43
100
159
91
67
120
43
136
72
52
42
57
93
