scores
50
43
42
42
42
42
42
42
42
42
42
42
60
42
42
42
42
42
42
42
42
42
42
42
42
51
42
42
43
42
53
42
43
42
42
42
43
51
42
51
42
42
42
42
43
42
42
42
42
42
42
42
43
42
42
42
52
42
42
42
42
42
42
42
42
42
52
42
42
42
42
42
42
43
42
42
42
42
42
42
42
42
42
42
43
42
42
50
42
42
42
42
42
42
42
42
51
42
42
42
42
44
42
42
42
42
42
42
52
42
51
42
42
42
43
42
42
42
42
42
43
42
44
42
43
42
42
42
42
43
42
42
42
42
42
42
42
42
42
42
43
42
42
42
42
42
42
42
42
42
42
42
42
42
42
43
42
42
52
43
42
42
52
55
42
42
42
42
42
43
42
42
42
42
42
44
43
42
43
42
42
42
42
42
42
42
44
46
42
42
42
51
52
43
42
42
42
42
42
42
42
42
43
42
59
43
42
60
56
42
43
42
42
43
42
42
42
57
42
43
42
42
43
42
42
43
50
42
42
42
46
42
42
42
42
42
42
